UCSC_ID	RPKM
uc008bps.1	403.4
uc008cio.1	6.4
uc007jii.2	8.4
uc009rkb.1	107.3
uc007xya.1	13.6
uc009bfd.1	78.0
uc008vdw.1	285.9
uc007ocl.1	63.7
uc009hyj.1	18.4
uc009sxv.1	144.6
uc008yrq.1	31.6
uc007gdx.1	13.5
uc009mfq.2	253.7
uc009gds.2	154.0
uc007hdm.2	54.3
uc008vcd.1	36.1
uc008lld.1	32.1
uc007wwv.2	49.4
uc008hhw.1	19.3
uc008ohw.1	10.2
uc009ukn.2	5.2
uc009tyc.2	73.4
uc007pnk.1	65.9
uc007rbu.1	4.3
uc007csz.1	246.1
uc008fni.1	36.7
uc008ueg.2	60.9
uc009amh.2	20.5
uc008xtj.1	5.1
uc011yns.2	7.4
uc008llv.1	6.2
uc007gdt.1	41.9
uc009snb.1	14.6
uc008ggm.2	25.1
uc012crx.1	28.2
uc007glg.2	13.5
uc012dmx.1	18.4
uc008zdp.2	1045.1
uc009gvj.1	12.8
uc007gca.1	163.3
uc008zjt.1	259.0
uc009tbg.2	38.7
uc008ahi.2	262.6
uc008zsv.1	15.0
uc007ags.2	12.5
uc007zed.1	11.1
uc011wmz.1	127.4
uc009jtc.1	97.7
uc008ryx.3	23.0
uc007lyc.1	5.9
uc008xca.1	6.4
uc012euz.1	243.9
uc008hmj.3	5.4
uc009ofl.1	68.5
uc009cnn.2	17.7
uc007fxk.1	79.5
uc008yro.1	52.3
uc007izj.1	550.8
uc007giy.2	28.3
uc007ymz.2	30.1
uc009juo.3	35.7
uc009rhf.2	33.9
uc008olw.2	9.5
uc008xhu.2	15.1
uc009mxd.1	32.0
uc008gkv.2	39.7
uc008zqr.1	4.6
uc008fbr.1	6.2
uc009apy.1	145.7
